index,old_id,message,empathy
1368,533,stressing and worried that im not a good person,"stress, anxious"
1369,533,stressing and worried that im not a good person,"stress, anxious"
1370,533,named and worried that im not a good person,"stress, anxious"
1371,533,named and worried that im not a good person,"stress, anxious"
1372,534,pretty stressed,stress
1373,534,pretty stress,stress
1374,534,pretty stressing,stress
1375,535,stressed whatever i do it seems be never good enough,stress
1376,535,stress whatever i do it seems be never good enough,stress
1377,535,stressing whatever i do it seems be never good enough,stress
1378,536,stressed out about the job,stress
1379,536,stress out about the job,stress
1380,536,stressing out about the job,stress
1381,537,quite stressed,stress
1382,537,quite stress,stress
1383,537,quite stressing,stress
1384,538,stressed have a lot on my plate,stress
1385,538,stress have a lot on my plate,stress
1386,538,stressing have a lot on my plate,stress
1387,539,stressed but peaceful,"stress, calm"
1388,539,stress but non-violent,"stress, calm"
1389,539,stress but peacefully,"stress, calm"
1390,539,stressing but non-violent,"stress, calm"
1391,539,stressing but peacefully,"stress, calm"
1392,540,stressed  worried  heavy and yearning for change,"stress, anxious"
1393,540,stress  worried  heavy and yearning for change,"stress, anxious"
1394,540,stress  worried  heavy and yearning for change,"stress, anxious"
1395,540,stressing  worried  heavy and yearning for change,"stress, anxious"
1396,540,stressing  worried  heavy and yearning for change,"stress, anxious"
1397,540,named  worried  heavy and yearning for change,"stress, anxious"
1398,540,named  worried  heavy and yearning for change,"stress, anxious"
1399,541,incredibly stressed,stress
1400,541,incredibly stress,stress
1401,541,incredibly stressing,stress
1402,542,busy hard,stress
1403,543,stressed out but the stress is over,stress
1404,544,just stressed out about things,stress
1405,544,just stress out about things,stress
1406,544,just stressing out about things,stress
1407,545,stressful but chill,"stress, calm"
1408,545,stressors but cool,"stress, calm"
1409,546,busy  but productive,"stress, determined"
1410,547,stressed worried about a test result,"stress, anxious"
1411,547,stress worried about a test result,"stress, anxious"
1412,547,stress worried about a test result,"stress, anxious"
1413,547,stressing worried about a test result,"stress, anxious"
1414,547,stressing worried about a test result,"stress, anxious"
1415,547,named worried about a test result,"stress, anxious"
1416,547,named worried about a test result,"stress, anxious"
1417,548,stressed scared,stress
1418,548,stress scared,stress
1419,548,stressing scared,stress
1420,549,i feel stressed but not,stress
1421,549,i feel stress but not,stress
1422,549,i feel stressing but not,stress
1423,550,a little stressed but happy to be home,"stress, happy"
1424,550,a little stress but upbeat to be home,"stress, happy"
1425,550,a little stress but doing to be home,"stress, happy"
1426,550,a little stressing but upbeat to be home,"stress, happy"
1427,550,a little stressing but doing to be home,"stress, happy"
1428,550,a little named but upbeat to be home,"stress, happy"
1429,551,head ache busy,"pain, determined"
1430,551,head pain congested,"pain, determined"
1431,551,head pain acted,"pain, determined"
1432,552,stressed but happy,"stress, happy"
1433,552,stress but upbeat,"stress, happy"
1434,552,stressing but upbeat,"stress, happy"
1435,553,i feel stressed and worried also overtired,"stress, anxious, tired"
1436,553,i feel stress and worried also overtired,"stress, anxious, tired"
1437,553,i feel stress and worried also overtired,"stress, anxious, tired"
1438,553,i feel stress and worried also overtired,"stress, anxious, tired"
1439,553,i feel stress and worried also overtired,"stress, anxious, tired"
1440,553,i feel stressing and worried also overtired,"stress, anxious, tired"
1441,553,i feel stressing and worried also overtired,"stress, anxious, tired"
1442,553,i feel stressing and worried also overtired,"stress, anxious, tired"
1443,553,i feel stressing and worried also overtired,"stress, anxious, tired"
1444,553,i feel named and worried also overtired,"stress, anxious, tired"
1445,553,i feel named and worried also overtired,"stress, anxious, tired"
1446,553,i feel named and worried also overtired,"stress, anxious, tired"
1447,553,i feel named and worried also overtired,"stress, anxious, tired"
1448,554,insomnia  work stress  work worries  character and life thoughts going around my mind,"stress, sleep"
1449,554,sleeplessness  work stress-related  work worries  character and life thoughts going around my mind,"stress, sleep"
1450,554,sleeplessness  work emphasize  work worries  character and life thoughts going around my mind,"stress, sleep"
1451,554,sleeplessness  work pressure  work worries  character and life thoughts going around my mind,"stress, sleep"
1452,554,sleeplessness  work constraint  work worries  character and life thoughts going around my mind,"stress, sleep"
1453,555,busy 😊,determined
1454,556,im feeling a little stressed out but have very high energy,"stress, engaged"
1455,556,im feeling a little stress out but have very high energy,"stress, engaged"
1456,556,im feeling a little stress out but have very high energy,"stress, engaged"
1457,556,im feeling a little stressing out but have very high energy,"stress, engaged"
1458,556,im feeling a little stressing out but have very high energy,"stress, engaged"
1459,556,im feeling a little named out but have very high energy,"stress, engaged"
1460,556,im feeling a little named out but have very high energy,"stress, engaged"
1461,557,a bit busy but good,"stress, good"
1462,558,stressed  but hopefully,"stress, determined"
1463,558,stress  but hopefully,"stress, determined"
1464,558,stress  but hopefully,"stress, determined"
1465,558,stressing  but hopefully,"stress, determined"
1466,558,stressing  but hopefully,"stress, determined"
1467,559,stress and nervous,"stress, anxious"
1468,560,mildly stressed,stress
1469,560,mildly stress,stress
1470,560,mildly stressing,stress
1471,561,stressed  worried  excited  optimistic,"stress, anxious, hopeful"
1472,561,stress  worried  excited  optimism,"stress, anxious, hopeful"
1473,561,stress  worried  excited  rosy,"stress, anxious, hopeful"
1474,561,stress  worried  excited  optimism,"stress, anxious, hopeful"
1475,561,stress  worried  excited  rosy,"stress, anxious, hopeful"
1476,561,stressing  worried  excited  optimism,"stress, anxious, hopeful"
1477,561,stressing  worried  excited  rosy,"stress, anxious, hopeful"
1478,561,stressing  worried  excited  optimism,"stress, anxious, hopeful"
1479,561,stressing  worried  excited  rosy,"stress, anxious, hopeful"
1480,561,named  worried  excited  optimism,"stress, anxious, hopeful"
1481,561,named  worried  excited  optimism,"stress, anxious, hopeful"
1482,562,very stressed out,stress
1483,562,very stress out,stress
1484,562,very stressing out,stress
1485,563,its quite stressful at work feels like im always stepping on eggshells trying not to make any wrong moves,stress
1486,563,its quite stressors at work feels like im always stepping on eggshells trying not to make any wrong moves,stress
1487,563,its quite strained at work feels like im always stepping on eggshells trying not to make any wrong moves,stress
1488,564,im a little stressed and sore,"stress, pain"
1489,564,im a little stress and threw,"stress, pain"
1490,564,im a little stress and painful,"stress, pain"
1491,564,im a little stress and wound,"stress, pain"
1492,564,im a little stressing and threw,"stress, pain"
1493,564,im a little stressing and painful,"stress, pain"
1494,564,im a little stressing and wound,"stress, pain"
1495,565,feeling busy,stress
1496,566,abit stressed,stress
1497,566,abit stress,stress
1498,566,abit stressing,stress
1499,567,😫,stress
1500,568,a bit stressed because i dont know how i should plan my week and what times are the best to study,stress
1501,568,a bit stress because i dont know how i should plan my week and what times are the best to study,stress
1502,568,a bit stressing because i dont know how i should plan my week and what times are the best to study,stress
1503,568,a bit named because i dont know how i should plan my week and what times are the best to study,stress
1504,569,i worked  fell behind on my planning for a bit  but got back on track,stress
1505,569,i worked  fell behind on my planned for a bit  but got back on track,stress
1506,569,i worked  fell behind on my doing for a bit  but got back on track,stress
1507,570,stressed anxious,"stress, anxious"
1508,570,stress wanted,"stress, anxious"
1509,570,stress willing,"stress, anxious"
1510,570,stressing wanted,"stress, anxious"
1511,570,stressing willing,"stress, anxious"
1512,571,stressed but less than yesterday,stress
1513,571,stress but less than yesterday,stress
1514,571,stressing but less than yesterday,stress
1515,572,somewhat stressed,stress
1516,572,somewhat stress,stress
1517,572,somewhat stressing,stress
1518,573,im busy,stress
1519,574,a little stressed out,stress
1520,574,a little stress out,stress
1521,574,a little stressing out,stress
1522,575,just really stressed,stress
1523,575,just really stress,stress
1524,575,just really stressing,stress
1525,576,im feeling stresses,stress
1526,576,im feeling stress,stress
1527,577,its finals time so a little stressed,stress
1528,577,its finals time so a little stress,stress
1529,577,its finals time so a little stressing,stress
1530,577,its finals time so a little named,stress
1531,578,feeling a bit stressed,stress
1532,578,feeling a bit stress,stress
1533,578,feeling a bit stressing,stress
1534,579,slightly stressed fear of the unknown,stress
1535,579,slightly stress fear of the unknown,stress
1536,579,slightly stressing fear of the unknown,stress
1537,579,slightly named fear of the unknown,stress
1538,580,a bit busy,stress
1539,581,i feel a bit stressed,stress
1540,581,i feel a bit stress,stress
1541,581,i feel a bit stressing,stress
1542,582,i just came from working out and i am busy making dinner so that is why i have a lot of energy,stress
1543,582,i just came from working out and i am busy making dinner so that is why i have a lot of provides,stress
1544,582,i just came from working out and i am busy making dinner so that is why i have a lot of resolutions,stress
1545,582,i just came from working out and i am busy making dinner so that is why i have a lot of energetic,stress
1546,583,stressed anxious but not out of control,"stress, anxious"
1547,583,stress wanted but not out of control,"stress, anxious"
1548,583,stress willing but not out of control,"stress, anxious"
1549,583,stressing wanted but not out of control,"stress, anxious"
1550,583,stressing willing but not out of control,"stress, anxious"
1551,584,stressed and angry,"stress, angry"
1552,584,stress and irate,"stress, angry"
1553,584,stress and angered,"stress, angry"
1554,584,stressing and irate,"stress, angry"
1555,584,stressing and angered,"stress, angry"
1556,585,stressed  anxious  wound up,"stress, anxious"
1557,585,stress  wanted  wound up,"stress, anxious"
1558,585,stress  willing  wound up,"stress, anxious"
1559,585,stressing  wanted  wound up,"stress, anxious"
1560,585,stressing  willing  wound up,"stress, anxious"
1561,586,stressed and depressed,"stress, depressed"
1562,586,stress and decreased,"stress, depressed"
1563,587,little stressed by my boyfriend,stress
1564,587,little stress by my boyfriend,stress
1565,587,little stressing by my boyfriend,stress
1566,588,physically strained,tired
1567,589,my mind is busy,stress
1568,589,my bother is busy,stress
1569,589,my mindful is busy,stress
1570,589,my consciousness is busy,stress
1571,590,stressed out but ok,"stress, okay"
1572,590,stress out but yes,"stress, okay"
1573,590,stress out but got,"stress, okay"
1574,590,stress out but keeps,"stress, okay"
1575,590,stress out but alright,"stress, okay"
1576,590,stress out but okay,"stress, okay"
1577,590,stress out but right,"stress, okay"
1578,590,stressing out but yes,"stress, okay"
1579,590,stressing out but got,"stress, okay"
1580,590,stressing out but keeps,"stress, okay"
1581,590,stressing out but alright,"stress, okay"
1582,590,stressing out but okay,"stress, okay"
1583,590,stressing out but right,"stress, okay"
1584,591,stressed and upset,"stress, upset"
1585,591,stress and antagonize,"stress, upset"
1586,591,stress and troubled,"stress, upset"
1587,591,stressing and antagonize,"stress, upset"
1588,591,stressing and troubled,"stress, upset"
1589,592,i feel stressed out,stress
1590,592,i feel stress out,stress
1591,592,i feel stressing out,stress
1592,593,stressed and full of fear,"stress, scared"
1593,593,stress and full of scare,"stress, scared"
1594,593,stress and full of scared,"stress, scared"
1595,593,stressing and full of scare,"stress, scared"
1596,593,stressing and full of scared,"stress, scared"
1597,594,stressed but good,"stress, good"
1598,594,stress but got,"stress, good"
1599,594,stress but successful,"stress, good"
1600,594,stress but right,"stress, good"
1601,594,stress but positive,"stress, good"
1602,594,stressing but got,"stress, good"
1603,594,stressing but successful,"stress, good"
1604,594,stressing but right,"stress, good"
1605,595,stressy,stress
1606,596,i feel rushed and frustrated,"stress, annoyed"
1607,596,i feel rushed and shed,"stress, annoyed"
1608,597,stress confused i was ignored but now i want closer,"stress, ignored, confused"
1609,598,a little stressed at work but more exasperated people keep expecting you to know things that you had no reason to know,"stress, annoyed"
1610,598,a little stress at work but more outraged people keep expecting you to know things that you had no reason to know,"stress, annoyed"
1611,598,a little stressing at work but more outraged people keep expecting you to know things that you had no reason to know,"stress, annoyed"
1612,598,a little named at work but more outraged people keep expecting you to know things that you had no reason to know,"stress, annoyed"
1613,599,depressed,depressed
1614,600,hopeless,depressed
1615,601,a little depressed,depressed
1616,602,very depressed,depressed
1617,603,depressed and anxious,"depressed, anxious"
1618,604,a bit depressed,depressed
1619,605,i feel depressed,depressed
1620,605,i feel decreased,depressed
1621,606,depression,depressed
1622,607,kinda depressed,depressed
1623,608,little depressed,depressed
1624,609,mildly depressed,depressed
1625,610,depressed and upset,"depressed, upset"
1626,611,beyond hopeless,depressed
1627,612,depressed lonely,"depressed, lonely"
1628,613,depressed anxious,"depressed, anxious"
1629,614,depressed sad,"depressed, sad"
1630,615,depressing,depressed
1631,615,regrettable,depressed
1632,616,really depressed,depressed
1633,617,depressed and stressed,"depressed, stress"
1634,618,im depressed,depressed
1635,619,slightly depressed,depressed
1636,620,depressed it just feels like im making everyone around me happy just not myself,depressed
1637,621,very depressed and very anxious,"depressed, anxious"
1638,622,depressed angry,"depressed, angry"
1639,623,very depressed and extreme anxiety,"depressed, anxious"
1640,624,everything is the same every day is the same monotonous depressed,depressed
1641,624,everything is the same every day is the same monotonous cut,depressed
1642,624,everything is the same every day is the same monotonous decreased,depressed
1643,625,depressed lonely uneasy,"depressed, lonely, uneasy"
1644,626,im a hopeless loser,depressed
1645,626,im a pointless loser,depressed
1646,627,depressed lonely grouchy frustrated,"depressed, annoyed, lonely"
1647,628,kinda hopeless im back to doing everything again now that the weekend is over,depressed
1648,628,kinda pointless im back to doing everything again now that the weekend is over,depressed
1649,629,im very depressed,depressed
1650,630,feeling depressed about starting the day,depressed
1651,630,feeling cut about starting the day,depressed
1652,630,feeling decreased about starting the day,depressed
1653,631,depressed and lonely and broken,"depressed, lonely, pain"
1654,632,depressed irritable fraying i feel like my mental state is deteriorating rapidly,"depressed, annoyed"
1655,632,cut irritable fraying i feel like my mental state is deteriorating rapidly,"depressed, annoyed"
1656,632,cut irritable fraying i feel like my mental state is deteriorating rapidly,"depressed, annoyed"
1657,632,decreased irritable fraying i feel like my mental state is deteriorating rapidly,"depressed, annoyed"
1658,632,decreased irritable fraying i feel like my mental state is deteriorating rapidly,"depressed, annoyed"
1659,633,depressed bored tired,"depressed, bored, tired"
1660,634,depressed unloved unwanted,depressed
1661,634,cut unloved unwanted,depressed
1662,634,decreased unloved unwanted,depressed
1663,635,severe depression,depressed
1664,636,deppressed,depressed
1665,637,depressed and worried,"depressed, anxious"
1666,638,i feel a bit depressed but happy,depressed
1667,638,i feel a bit cut but happy,depressed
1668,638,i feel a bit decreased but happy,depressed
1669,639,very depressed and sad,"depressed, sad"
1670,640,hopless,depressed
1671,641,depressed but not anxious,depressed
1672,642,depressed  down  twisted up inside,depressed
1673,643,hopeless  angry  scared  sad,"depressed, angry, sad, scared"
1674,643,hopeless  irate  concerned  disheartening,"depressed, angry, sad, scared"
1675,643,hopeless  irate  afraid  disheartening,"depressed, angry, sad, scared"
1676,643,hopeless  irate  made  disheartening,"depressed, angry, sad, scared"
1677,643,hopeless  irate  concerned  disheartening,"depressed, angry, sad, scared"
1678,643,hopeless  irate  afraid  disheartening,"depressed, angry, sad, scared"
1679,643,hopeless  irate  made  disheartening,"depressed, angry, sad, scared"
1680,643,hopeless  irate  concerned  disheartening,"depressed, angry, sad, scared"
1681,643,hopeless  irate  afraid  disheartening,"depressed, angry, sad, scared"
1682,643,hopeless  irate  made  disheartening,"depressed, angry, sad, scared"
1683,643,hopeless  irate  concerned  disheartening,"depressed, angry, sad, scared"
1684,643,hopeless  irate  afraid  disheartening,"depressed, angry, sad, scared"
1685,643,hopeless  irate  made  disheartening,"depressed, angry, sad, scared"
1686,643,hopeless  angered  concerned  disheartening,"depressed, angry, sad, scared"
1687,643,hopeless  angered  afraid  disheartening,"depressed, angry, sad, scared"
1688,643,hopeless  angered  made  disheartening,"depressed, angry, sad, scared"
1689,643,hopeless  angered  concerned  disheartening,"depressed, angry, sad, scared"
1690,643,hopeless  angered  afraid  disheartening,"depressed, angry, sad, scared"
1691,643,hopeless  angered  made  disheartening,"depressed, angry, sad, scared"
1692,643,hopeless  angered  concerned  disheartening,"depressed, angry, sad, scared"
1693,643,hopeless  angered  afraid  disheartening,"depressed, angry, sad, scared"
1694,643,hopeless  angered  made  disheartening,"depressed, angry, sad, scared"
1695,643,hopeless  angered  concerned  disheartening,"depressed, angry, sad, scared"
1696,643,hopeless  angered  afraid  disheartening,"depressed, angry, sad, scared"
1697,643,hopeless  angered  made  disheartening,"depressed, angry, sad, scared"
1698,643,hopeless  irate  concerned  bummed,"depressed, angry, sad, scared"
1699,643,hopeless  irate  afraid  bummed,"depressed, angry, sad, scared"
1700,643,hopeless  irate  made  bummed,"depressed, angry, sad, scared"
1701,643,hopeless  irate  concerned  bummed,"depressed, angry, sad, scared"
1702,643,hopeless  irate  afraid  bummed,"depressed, angry, sad, scared"
1703,643,hopeless  irate  made  bummed,"depressed, angry, sad, scared"
1704,643,hopeless  irate  concerned  bummed,"depressed, angry, sad, scared"
1705,643,hopeless  irate  afraid  bummed,"depressed, angry, sad, scared"
1706,643,hopeless  irate  made  bummed,"depressed, angry, sad, scared"
1707,643,hopeless  irate  concerned  bummed,"depressed, angry, sad, scared"
1708,643,hopeless  irate  afraid  bummed,"depressed, angry, sad, scared"
1709,643,hopeless  irate  made  bummed,"depressed, angry, sad, scared"
1710,643,hopeless  angered  concerned  bummed,"depressed, angry, sad, scared"
1711,643,hopeless  angered  afraid  bummed,"depressed, angry, sad, scared"
1712,643,hopeless  angered  made  bummed,"depressed, angry, sad, scared"
1713,643,hopeless  angered  concerned  bummed,"depressed, angry, sad, scared"
1714,643,hopeless  angered  afraid  bummed,"depressed, angry, sad, scared"
1715,643,hopeless  angered  made  bummed,"depressed, angry, sad, scared"
1716,643,hopeless  angered  concerned  bummed,"depressed, angry, sad, scared"
1717,643,hopeless  angered  afraid  bummed,"depressed, angry, sad, scared"
1718,643,hopeless  angered  made  bummed,"depressed, angry, sad, scared"
1719,643,hopeless  angered  concerned  bummed,"depressed, angry, sad, scared"
1720,643,hopeless  angered  afraid  bummed,"depressed, angry, sad, scared"
1721,643,hopeless  angered  made  bummed,"depressed, angry, sad, scared"
1722,643,hopeless  irate  concerned  dishearteningly,"depressed, angry, sad, scared"
1723,643,hopeless  irate  afraid  dishearteningly,"depressed, angry, sad, scared"
1724,643,hopeless  irate  made  dishearteningly,"depressed, angry, sad, scared"
1725,643,hopeless  irate  concerned  bummedly,"depressed, angry, sad, scared"
1726,643,hopeless  irate  afraid  bummedly,"depressed, angry, sad, scared"
1727,643,hopeless  irate  made  bummedly,"depressed, angry, sad, scared"
1728,643,hopeless  irate  concerned  sadlyly,"depressed, angry, sad, scared"
1729,643,hopeless  irate  afraid  sadlyly,"depressed, angry, sad, scared"
1730,643,hopeless  irate  made  sadlyly,"depressed, angry, sad, scared"
1731,643,hopeless  irate  concerned  dssly,"depressed, angry, sad, scared"
1732,643,hopeless  irate  afraid  dssly,"depressed, angry, sad, scared"
1733,643,hopeless  irate  made  dssly,"depressed, angry, sad, scared"
1734,643,hopeless  angered  concerned  dishearteningly,"depressed, angry, sad, scared"
1735,643,hopeless  angered  afraid  dishearteningly,"depressed, angry, sad, scared"
1736,643,hopeless  angered  made  dishearteningly,"depressed, angry, sad, scared"
1737,643,hopeless  angered  concerned  bummedly,"depressed, angry, sad, scared"
1738,643,hopeless  angered  afraid  bummedly,"depressed, angry, sad, scared"
1739,643,hopeless  angered  made  bummedly,"depressed, angry, sad, scared"
1740,643,hopeless  angered  concerned  sadlyly,"depressed, angry, sad, scared"
1741,643,hopeless  angered  afraid  sadlyly,"depressed, angry, sad, scared"
1742,643,hopeless  angered  made  sadlyly,"depressed, angry, sad, scared"
1743,643,hopeless  angered  concerned  dssly,"depressed, angry, sad, scared"
1744,643,hopeless  angered  afraid  dssly,"depressed, angry, sad, scared"
1745,643,hopeless  angered  made  dssly,"depressed, angry, sad, scared"
1746,643,hopeless  angered  afraid  dss,"depressed, angry, sad, scared"
1747,643,hopeless  angered  afraid  dss,"depressed, angry, sad, scared"
1748,643,hopeless  angered  afraid  dss,"depressed, angry, sad, scared"
1749,643,hopeless  angered  afraid  dss,"depressed, angry, sad, scared"
1750,644,depressed panic,"depressed, flustered, anxious"
1751,645,kind of depressed,depressed
1752,646,depressed and alone and tired,"depressed, lonely, tired"
1753,646,decreased and lonely and fatigue,"depressed, lonely, tired"
1754,647,i feel hopeless because i have so many assignments,"depressed, stress"
1755,647,i feel pointless because i have so many assignments,"depressed, stress"
1756,648,depressed becausev of work,depressed
1757,649,depressed sad confused,"depressed, sad, confused"
1758,650,depressed frustrated hopeless,"depressed, annoyed"
1759,651,severely depressed,depressed
1760,652,depressed  anxious  sick  and tired,"depressed, anxious, sick, tired"
1761,653,feeling a little depressed,depressed
1762,654,depressed and not thrilled,depressed
1763,655,depressed ashamed,"depressed, embarrassed"
1764,656,mildly depressed but ok,depressed
1765,657,depressed still,depressed
1766,658,depressed and low,depressed
1767,659,mildly depressed and anxious,"depressed, anxious"
1768,660,depressed stressed anxious lack of confidence,"depressed, stress, anxious, distortion"
1769,660,cut stress wanted insufficient of confidence,"depressed, stress, anxious, distortion"
1770,660,cut stress wanted shortcoming of confidence,"depressed, stress, anxious, distortion"
1771,660,decreased stress wanted insufficient of confidence,"depressed, stress, anxious, distortion"
1772,660,decreased stress wanted shortcoming of confidence,"depressed, stress, anxious, distortion"
1773,660,decreased stress willing insufficient of confidence,"depressed, stress, anxious, distortion"
1774,660,decreased stress willing shortcoming of confidence,"depressed, stress, anxious, distortion"
1775,660,decreased stressing wanted insufficient of confidence,"depressed, stress, anxious, distortion"
1776,660,decreased stressing wanted shortcoming of confidence,"depressed, stress, anxious, distortion"
1777,660,decreased stressing willing insufficient of confidence,"depressed, stress, anxious, distortion"
1778,660,decreased stressing willing shortcoming of confidence,"depressed, stress, anxious, distortion"
1779,661,incredibly depressed,depressed
1780,662,i am depressed and hopeless i am sad  tired  anxious  and lonely,"depressed, sad, tired, anxious, lonely"
1781,662,i am cut and hopeless i am disheartening  fatigue  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1782,662,i am cut and hopeless i am disheartening  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1783,662,i am cut and hopeless i am bummed  fatigue  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1784,662,i am cut and hopeless i am bummed  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1785,662,i am cut and hopeless i am bummed  fatigue  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1786,662,i am cut and hopeless i am bummed  fatigue  willing  and alone,"depressed, sad, tired, anxious, lonely"
1787,662,i am decreased and hopeless i am disheartening  fatigue  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1788,662,i am decreased and hopeless i am disheartening  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1789,662,i am decreased and hopeless i am disheartening  fatigue  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1790,662,i am decreased and hopeless i am disheartening  fatigue  willing  and alone,"depressed, sad, tired, anxious, lonely"
1791,662,i am decreased and hopeless i am disheartening  done  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1792,662,i am decreased and hopeless i am disheartening  done  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1793,662,i am decreased and hopeless i am disheartening  done  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1794,662,i am decreased and hopeless i am disheartening  done  willing  and alone,"depressed, sad, tired, anxious, lonely"
1795,662,i am decreased and hopeless i am bummed  fatigue  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1796,662,i am decreased and hopeless i am bummed  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1797,662,i am decreased and hopeless i am bummed  fatigue  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1798,662,i am decreased and hopeless i am bummed  fatigue  willing  and alone,"depressed, sad, tired, anxious, lonely"
1799,662,i am decreased and hopeless i am bummed  done  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1800,662,i am decreased and hopeless i am bummed  done  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1801,662,i am decreased and hopeless i am bummed  done  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1802,662,i am decreased and hopeless i am bummed  done  willing  and alone,"depressed, sad, tired, anxious, lonely"
1803,662,i am decreased and hopeless i am sadly  fatigue  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1804,662,i am decreased and hopeless i am sadly  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1805,662,i am decreased and hopeless i am sadly  fatigue  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1806,662,i am decreased and hopeless i am sadly  fatigue  willing  and alone,"depressed, sad, tired, anxious, lonely"
1807,662,i am decreased and hopeless i am sadly  done  wanted  and isolated,"depressed, sad, tired, anxious, lonely"
1808,662,i am decreased and hopeless i am sadly  done  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1809,662,i am decreased and hopeless i am sadly  done  willing  and isolated,"depressed, sad, tired, anxious, lonely"
1810,662,i am decreased and hopeless i am dss  fatigue  wanted  and alone,"depressed, sad, tired, anxious, lonely"
1811,663,a little depressed and feeling quite a bit of grief and helplessness,"depressed, loss"
1812,663,a little cut and feeling quite a bit of sadness and helplessness,"depressed, loss"
1813,663,a little decreased and feeling quite a bit of sadness and helplessness,"depressed, loss"
1814,664,depressed anxious self hatred,depressed
1815,664,cut anxious self hatred,depressed
1816,664,decreased anxious self hatred,depressed
1817,665,depressed and grieving,"depressed, loss"
1818,665,decreased and bereavement,"depressed, loss"
1819,666,depressed anxious self hatred empty worthless,"depressed, anxious, disconnected"
1820,666,cut wanted self hatred emptiness worthless,"depressed, anxious, disconnected"
1821,666,cut willing self hatred emptiness worthless,"depressed, anxious, disconnected"
1822,666,cut willing self hatred vacuum worthless,"depressed, anxious, disconnected"
1823,666,decreased wanted self hatred emptiness worthless,"depressed, anxious, disconnected"
1824,666,decreased willing self hatred emptiness worthless,"depressed, anxious, disconnected"
1825,667,i am feeling depressed i didnt sleep well last night im worried about my job,"depressed, sleep"
1826,667,i am feeling cut i didnt sleeper well last night im worried about my job,"depressed, sleep"
1827,667,i am feeling cut i didnt asleep well last night im worried about my job,"depressed, sleep"
1828,667,i am feeling cut i didnt doing well last night im worried about my job,"depressed, sleep"
1829,667,i am feeling decreased i didnt sleeper well last night im worried about my job,"depressed, sleep"
1830,667,i am feeling decreased i didnt asleep well last night im worried about my job,"depressed, sleep"
1831,667,i am feeling decreased i didnt doing well last night im worried about my job,"depressed, sleep"
1832,668,im feeling depressed,depressed
1833,669,depressed and listless,"depressed, disconnected"
1834,669,decreased and listless,"depressed, disconnected"
1835,669,decreased and listless,"depressed, disconnected"
1836,670,i’m feeling pretty hopeless,depressed
1837,670,i’m feeling pretty pointless,depressed
1838,671,depressed\nfrustrated\npainful,"depressed, annoyed, pain"
1839,672,hopeless  sad,"depressed, sad"
1840,672,hopeless  disheartening,"depressed, sad"
1841,672,hopeless  disheartening,"depressed, sad"
1842,672,hopeless  disheartening,"depressed, sad"
1843,672,hopeless  disheartening,"depressed, sad"
1844,672,hopeless  bummed,"depressed, sad"
1845,672,hopeless  bummed,"depressed, sad"
1846,672,hopeless  bummed,"depressed, sad"
1847,672,hopeless  bummed,"depressed, sad"
1848,672,hopeless  dishearteningly,"depressed, sad"
1849,672,hopeless  bummedly,"depressed, sad"
1850,672,hopeless  sadlyly,"depressed, sad"
1851,672,hopeless  dssly,"depressed, sad"
1852,673,depressed and sad,"depressed, sad"
1853,674,depressed  hopeless,depressed
1854,675,i fell a bit depressed,depressed
1855,676,depressed anxious envious,"depressed, anxious, jealous"
1856,677,not depressed but down,sad
1857,678,im feeling really depressed,depressed
1858,679,a little more depressed than normal,depressed
1859,680,depressed sad numb,"depressed, sad, disconnected"
1860,681,im feeling pretty depressed and restless,"depressed, restless"
1861,681,im feeling pretty cut and restless,"depressed, restless"
1862,681,im feeling pretty decreased and restless,"depressed, restless"
1863,682,hopeless and trapped,depressed
1864,682,pointless and trapped,depressed
1865,683,i feel little depressed,depressed
1866,684,hopeless anger soft empowered,"depressed, angry, confidence"
1867,685,depressed  exhausted,"depressed, tired"
1868,686,fucking depressed i miss heather so much,depressed
1869,686,fucking cut i miss heather so much,depressed
1870,686,fucking decreased i miss heather so much,depressed
1871,687,depressed  dreading  i feel useless,depressed
1872,687,decreased  dreading  i feel useless,depressed
1873,688,im feeling hopeless and heartbroken,"depressed, pain, sad"
1874,688,im feel hopeless and broken-hearted,"depressed, pain, sad"
