num_seen,message,empathy,ignore
1,sleepy but good,"sleep, good",
1,sleept,sleep,
1,i cant sleep i feel wound up,sleep,
1,sleepy since i just woke up,sleep,
1,im feeling sleepy but good,"sleep, good",
1,a little bit sleepy,sleep,
1,im very very sleepu,sleep,
1,sleepy  hopeless,"sleep, depressed",
1,sleepy   not enough rest,sleep,
1,i feel sleepy today,sleep,
1,sleepy relieved,"sleep, calm",
1,actually i guess i do feel sleepy,sleep,
1,i feel sleepy but excited to play basketball and go to a concert,"sleep, excited",
1,sleepy and strengthless,sleep,
1,laying on my bed i cant sleep,sleep,
1,sleepy calm,"sleep, calm",
1,enjoying the sleepy mood after a stressed week,sleep,
1,sleepy but happy for the most part,"sleep, happy",
1,feel a tad sleepy,sleep,
1,i just got up so im a little sleepy,sleep,
1,sleepy  a little hungry,"sleep, hungry",
1,sleepy and happy,"sleep, happy",
1,i feel sleepy  but happy,"sleep, happy",
1,sleepy and wanting to rest for a bit,sleep,
1,sneezy,sick,
1,sleepy pain groggy regretful,"sleep, pain, regret",
1,sleepy and ready to face the day,"sleep, determined, confidence",
1,sleepy positive,"sleep, good",
1,i am feeling sleepy because i havent slept yet today,sleep,
1,sleepy  sore,"sleep, pain",
1,sleepy lol,sleep,
1,id rather be sleeping  because i slept poorly last night  but i have to be at work im not happy but im not sad just here,"sleep, okay",
1,i feel sleepy an happy,sleep,
1,having trouble sleeping,sleep,
1,sleepy and thinking about the outcome of wearing glasses,sleep,
1,sleepy  neutral and a little confused,"sleep, okay, confused",
1,a bit sleepy but pretty much content,"sleep, calm",
1,sleepy and bored,"sleep, bored",
1,im really really sleepy,sleep,
1,sleepu,sleep,
1,im feeling sleepy didnt catch much sleep last night and also a little anxious,"sleep, anxious",
1,now iam feeling sleepy,sleep,
1,sleepy 😌,sleep,
1,sleepy and strange,"sleep, uneasy",
1,sleepy and restless,"sleep, restless",
1,sleepiness,sleep,
1,sleepy but fine,"sleep, okay",
1,sleepy and nervous for the say,"sleep, anxious",
1,sleepy but motivated,"sleep, determined",
1,sleepy achey calm,"sleep, calm, pain",
1,sleepy but okay,"sleep, okay",
1,sleepy and sad,"sleep, sad",
1,sleepy but productive,"sleep, determined",
1,sleepy lazy unproductive,"sleep, lazy, unmotivated",
1,im a little sleepy because i just woke up but excited for six flags,"sleep, excited",
1,id sleepy,sleep,
1,sleepy af,sleep,
1,a little sleepy but happy,"sleep, happy",
1,cant sleep feeling tired,"sleep, tired",
1,sleepy done with this shit,"sleep, annoyed",
1,sleepy ☺️,sleep,
1,sleepy but havent slept yet,sleep,
1,sleepy slow low energy,"sleep, tired",
1,sleepy a little,sleep,
1,im sleepy but im doing well,"sleep, good",
1,sleepy i just woke up,sleep,
343,angry,angry,
35,mad,angry,
21,pissed,angry,
16,pissed off,angry,
14,aggravated,angry,
12,betrayed,angry,
9,defeated,angry,
5,angry and frustrated,"angry, annoyed",
4,angry and sad,"angry, sad",
4,disgusted,angry,
3,resentful,angry,
3,a bit angry,angry,
3,im furious,angry,
3,furious,angry,
3,i hate myself,angry,
2,angry sad tired,"angry, sad, tired",
2,im feeling defeated,angry,
2,angry at myself,angry,
2,contempt,angry,
2,messed up,angry,
2,very angry,angry,
2,hate myself,angry,
2,im angry,angry,
2,angry as hell,angry,
2,angry depressed,"angry, depressed",
2,hate,angry,
2,angry and confused,"angry, confused",
2,i feel angry,angry,
2,pissed off at thales,angry,
2,angry and depressed,"angry, depressed",
2,anger,angry,
1,a little angry and anxious i miss someone,"angry, anxious",
1,i feel a little defeated,"angry, sad",
1,a little bit angry,angry,
1,hate it,angry,
1,powerlessness   self disgust,angry,
1,angry and frustraded,"angry, annoyed",
1,angry a bit dejected,"angry, sad",
1,pissed off i broke up w my gf this morning \nits been coming \nim going out of town to see my family tomorrow  been planned \n\nshe pulled some drama this morning it was enough for me,"angry, sad",
1,a bit angry but ok,angry,
1,i was angry used some visualization about my vacation to calm down,angry,
1,disgusted powerless,angry,
1,angry furious sick,"angry, sick",
1,im angry because rightwing government is changing my country to place i wouldnt like to live,angry,
1,i hate it here,angry,
1,kinda angry,angry,
1,mad afff,angry,
1,im a little mad,angry,
1,contempt  kinda happy but also a bit ”empty” i suppose,"angry, disconnected",
1,angry confused lonely under appreciated,"angry, confused, lonely, unsatisfied",
1,angry and aggravated,angry,
1,i was angry before,angry,
1,angry\nsad\nregret\nbetrayed\nbroken trust,"angry, sad, regret, upset, pain",
1,i feel defeated i feel like hes robbing me of who i really am i feel stuck i really dont love or like him anymore but i have to get married sometime and im not getting any younger i feel like im definitely settling i dont like being alive i think its unfair that we as people are not allowed to kill ourselves besides its my life and my choice,angry,
1,im pissed off but im also sad shes been my whole life for awhile now,"angry, sad",
1,angry annoyed upsetdepressed,"angry, annoyed, upset, depressed",
1,angry  frustrated  depressed  irritated  selg loathing,"angry, annoyed, depressed",
1,all kinds of emotions i am angry at the entertainment manager her at camp i am tired after learning a new difficult app and some math and i am happy because i made some progress on one of my projects,"angry, emotional",
1,in feeling angry and confused,"angry, confused",
1,i am unable to do choices and i feel that my kindness is understated like weakness i observed how a couple friends are lying to me and i am a little angry for this my job also does not show to mutch opportunities,angry,
1,i hate my life,angry,
1,angry annoyed calm,"angry, annoyed, calm",
1,angry and frustrated and sad,"angry, annoyed, sad",
1,im angry and pissed,angry,
1,feeling a little angry,angry,
1,im feeling angry because my cousin is selfish,angry,
1,i dislike everything and myself,angry,
1,angry and upset,"angry, upset",
1,preoccupied a bit sad and mad,"angry, sad",
1,i am pissed off,angry,
1,pissed but good,"angry, good",
1,im kind of angry,angry,
1,angry a little,angry,
1,mad and sad about katrine and remembered how i used to be a ladys man,"angry, sad",
1,angry desperate ill,angry,
1,like everyone hates me i feel like i bother people and their lives,depressed,
1,i am angry and very sad,"angry, sad",
1,angry annoyed disappointed  fat,"angry, embarrassed, distortion, annoyed",
1,betrayed disappointed but not surprised,"angry, embarrassed",
1,angry and upset betrayed,"angry, upset, regret",
1,angry stressed sad,"angry, stress, sad",
1,a bit mad at myself for sleeping all day,"angry, sleep",
1,furious angry,angry,
1,im feeling angry  and worried\n\n\nangry because i told my teacher im ready to take an exam for my class i didnt check back till later on i noticed she said its on i went to take it but it wasnt there i told her its not there she ignored me for the rest of the day 😡\n\nim worried because now my mom is gonna ask how is school going i wont know what to say cause now im missing a test and this is her fault i missed it plus i might forget what ive been learning in the future and im about to be 18 in one year im gonna be stuck with nothing 😭😭😭😭,"angry, anxious",
1,angry and sad at the same time,"angry, sad",
1,angry at a fucking app,angry,
1,pretty erratic  angry and tense,"angry, stress",
1,angry disappointed overwhelmed sad,"angry, sad",
1,a little bitter,angry,
1,a bit defeated again a little anxious,anxious,
1,bitter,angry,
1,preoccupied but better,better,
1,mad and irritated,"angry, annoyed",
1,a bit mad,angry,
1,i am angry and sad,"angry, sad",
1,hate my life,angry,
1,pissed but ok,angry,
1,i feel like i messed up\nlike im falling back into my addiction,angry,
1,angry and doubting,"angry, uncertain",
1,angry about trump eager for people to go to prison,"angry, excited",
210,frustrated,annoyed,
160,annoyed,annoyed,
102,upset,annoyed,
64,irritated,annoyed,
22,agitated,annoyed,
22,impatient,annoyed,
20,fed up,annoyed,
19,grumpy,annoyed,
15,moody,annoyed,
13,irritable,annoyed,
8,jealous,annoyed,
5,exasperated,annoyed,
5,i feel upset,annoyed,
5,cranky,annoyed,
4,a little annoyed,annoyed,
4,im upset,annoyed,
4,a little frustrated,annoyed,
3,slightly irritated,annoyed,
3,annoyed and tired,"annoyed, tired",
3,slightly annoyed,annoyed,
3,frustrated and annoyed,annoyed,
3,i feel annoyed,annoyed,
3,very upset,annoyed,
2,a bit frustrated,annoyed,
2,frustrated and sad,"annoyed, sad",
2,irritated and tired,"annoyed, tired",
2,a little irritated,annoyed,
2,frustrated and tired,"annoyed, tired",
2,kinda upset,"annoyed, upset",
2,upset and migraine,"annoyed, pain",
2,a bit annoyed,annoyed,
2,i feel frustrated,annoyed,
2,im annoyed,annoyed,
2,a little bit frustrated,annoyed,
2,upset and depressed,"annoyed, depressed",
2,irritated and depressed,"annoyed, depressed",
2,upset at date cancellation,annoyed,
2,a little upset,annoyed,
2,disgruntled,annoyed,
1,frustrated  but good,"annoyed, good",
1,frustrated but optimistic,"annoyed, hopeful",
1,wtf woebot,annoyed,
1,i feel a little impatient waiting and a little sad because im stuck inside all weekend waiting for my foot to heal,"annoyed, sad",
1,annoyed and irritabke,annoyed,
1,a little cranky,annoyed,
1,im currently irritable things that i usually enjoy are annoying me it feels like sandpaper on my brain\ni feel like im constantly losing at life im drowning in the things i should be doing but have absolutely no motivation to do them,annoyed,
1,frustrated angry and discouraged,"annoyed, angry",
1,upset and sad,"upset, sad",
1,frustrated but okay,"annoyed, okay",
1,annoyed bc i feel fat,"annoyed, distortion",
1,i am agitated and anxious  not good,"annoyed, anxious, sad",
1,little irritated and anxious,"annoyed, anxious",
1,i am frustrated tired and in physical pain,"annoyed, tired, pain",
1,a little frustrated with people in working with  but over all pretty content,"annoyed, calm",
1,upset and disappointed,"annoyed, upset",
1,annoyed overwhelmed grumpy,"annoyed, anxious",
1,struggling to concentrate at work and feeling fed up at so many issues,annoyed,
1,slightly annoyed and angry but overall im good,"annoyed, good",
1,annoyed that my ex wont reply to me haha,annoyed,
1,annoyed because of all the stuff i do for her and the little recognition i get and how i have to do it without question a little down too,annoyed,
1,really fucking annoyed,annoyed,
1,i am tried and getting a little irritated,"annoyed, tired",
1,upset and hurt,"upset, pain",
1,i feel irritated,annoyed,
1,i feel exasperated,annoyed,
1,a little annoyed and exasperated at the courses im putting a lot of work on myself,annoyed,
1,frustrated and mildly angery,annoyed,
1,i am a bit frustrated because i dont know what i am supposed to do but besides that i am feeling pretty okay,"annoyed, okay",
1,slightly impatient,annoyed,
1,slightly agitated,annoyed,
1,frustrated  sad  overwhelmed,"annoyed, sad, anxious",
1,im pretty irritable and annoyed by everyone right now and i need alone time but no one will give me any,annoyed,
1,upset and scared,"upset, scared",
1,sexually frustrated  bored,"annoyed, bored",
1,upset sad angry disappointed pessimistic,"annoyed, sad, upset, angry",
1,a little be impatient,annoyed,
1,a bit agitated,annoyed,
1,frustrated and tired and impatient,"annoyed, tired",
1,frustrated worried disappointed,"annoyed, anxious, embarrassed",
1,upset and angry,"upset, angry",
1,very very very very upset,upset,
1,impatient and tired and disillusioned,"annoyed, tired",
1,i feel upset but nervous in a good way,"upset, anxious",
1,im frustrated and hot,"annoyed, uneasy",
1,annoyed  stressed  angry,"annoyed, stress, angry",
1,annoyed but happy,"annoyed, happy",
1,critical,annoyed,
1,upset confused insecure unsure,"upset, confused, uneasy, uncertain",
1,frustrated and discouraged,annoyed,
1,upset and lonely,"annoyed, lonely",
1,bit fed up but ok,"annoyed, okay",
1,earlier today i had a fight with my boyfriend and i was pretty upset but we made up and im feeling better now,annoyed,
1,annoyed angry,"annoyed, angry",
1,fed up and frustrated,annoyed,
1,a little annoyed but good otherwise,annoyed,
1,grumpy tired frustrated  lonely,"annoyed, tired, lonely",
1,frustrated and disrespected,"annoyed, upset",
1,a little agitated,annoyed,
1,i feel upset  i am unlucky,annoyed,
1,im feeling a little annoyed and anxious about a social situation im going to,"annoyed, anxious",
55,better,better,
7,im feeling better,better,
7,better than yesterday,better,
3,a little better,better,
3,could be better,better,
2,a bit better than yesterday  i feel more awake but also still a bit lame,better,
2,better than average,better,
2,happier,better,
2,getting better,better,
2,a bit better,better,
2,i feel better than this morning,better,
2,calmer,better,
1,i feel calmer than the other day because some feelings settled with my crush,better,
1,im feeling better than last night,better,
1,a little bit better,better,
1,i am feeling better relaxed,better,
1,was feeing a better in the afternoon but then again deep sad,better,
1,im feeling better than yesterday,better,
1,better i think,better,
1,im doing better then this morning,better,
1,better but trying to chill,better,
1,better relatively calm,better,
1,some better after awful yesterday,better,
1,a lot better than yesterday,better,
1,feeling better still a bit sick but improving,"better, sick",
1,feeling much better than earlier this week happy that i get to take some time offvacation soon and feeling good that madison is returning tonight,better,
1,better than usual but a bit numb,"better, disconnected",
1,better a little happier,better,
1,i am getting better at controlling my emotions,better,
1,i wish i was a happier person,sad,
1,feeling better than i have lately,better,
1,im doing much better not so sad,better,
1,better than okay,better,
1,slightly better,better,
1,ive feel better than yesterday,better,
1,i am feeling slightly better than normal,better,
1,better than expected,better,
1,feeing better,better,
1,its getting better,better,
1,slept longer  so better,better,
1,better than earlier,better,
1,a little bit better then arrange and better then usual after chatting with ex,better,
1,better than earlier relax,better,
1,somewhat better,better,
1,there is some event that make me feel better but im still not sure about it,better,
1,trying to find purpose in my life weekends are tough for me i feel better during the week when i have the focus and distraction of work,better,
1,better alright,better,
1,i feel much better than yesterday and im excited bc im going to canada on friday,better,
1,im feeling a little better im learning a lot about my toughts and feelings i still get anxious about stuff but so far this day its not bad,better,
1,better than good,better,
1,i need to get better higher energy,better,
1,better than yesterdat,better,
1,im trying to be realistic about my need to do and be better,better,
1,im feeling better than the last time but it still feels like something is wrong in my life,better,
1,a bit better today,better,
1,better than before \natleast i dont have that much of negativity now,better,
1,calmer  disappointed,"better, embarrassed",
1,feeling a bit better,better,
1,im feeling better maybe even good,better,
1,feeling better about housing now that i have a short term place ot stay,better,
1,i feel better,better,
1,calmer 😊,better,
1,a bit better than yesterday more grounded and positive still a bit low tough,better,
1,im feeling better than i was an hour or two ago,better,
1,better im annoyed at rachel i hate it when people arent willing to defend their positions also i miss kip and wish he would call me,"better, annoyed",
1,feeling a lot better  trying harder to keep house clean and organized,better,
1,getting better from my sickness,"better, sick",
1,im doing better today not one hundred percent but im better than yesterday,better,
1,calmer than usual,better,
1,feeling better now,better,
1,getting ready to go sleep mood is better than earlier today,"better, sleep",
1,better lighter calmer on the inside i had a good sleep and went to the gym and have things to look forward to today,better,
1,improving i feel better today,better,
1,happier bored,"better, bored",
1,better than yesterday but im still feeling a little bit down,better,
1,much better than earlier today,better,
1,been better,better,
1,much better,better,
1,better than these days,better,
265,normal,average,
88,average,average,
64,so so,average,
64,blah,average,
33,soso,average,
17,middle,average,
10,mediocre,average,
10,mild,average,
8,moderate,average,
8,😐,average,
5,im feeling normal,average,
5,okish,average,
3,i feel normal,average,
3,middle of the road,average,
3,middling,average,
3,plain,average,
3,pretty normal,average,
3,its normal,average,
3,below average,average,
2,i feel pretty normal,average,
2,kinda blah,average,
2,normal i guess,average,
2,a little blah,average,
2,despite the situation  im kinda normal  i think better than previous days,"average, better",
2,feeling average,average,
2,coping,average,
2,pretty average,average,
2,standard,average,
2,just normal,average,
1,normal confused,average,
1,middle energy sore muscles feel like relaxing,average,
1,normal  a little pissed at mom,average,
1,pretty mediocre,average,
1,pretty average tired not motived,"average, tired, unmotivated",
1,pretty normal looking forward to the next few weeks,"average, excited",
1,so i woke up ate breakfast and im feeling normally all the time,average,
1,okish anxious a bit,"average, anxious",
1,normal \na little worn out,average,
1,i feel a tiny bit below normal,average,
1,nirmal,average,
1,middle  feeling a bit apprehensive,average,
1,pretty average had some lows today where i felt quite guilty  but they passed quite quickly other than that ive been feeling just fine,average,
1,5050 due to waking up,average,
1,perfectly normal,average,
1,normal excited,"average, excited",
1,normal and mad,"average, angry",
1,pretty normal for now,average,
1,pretty blah i have a kidney infection,average,
1,just k8nda blah,average,
1,middle again,average,
1,my energy is middle,average,
1,feeling so so,average,
1,i feel pretty average not good and not bad,average,
1,all right pretty much middle of the road,average,
1,fairly average maybe a bit low,average,
1,blah not happy not excited,average,
1,im just feeling normal a little board,average,
1,average i dont feel as down as i did a week ago,average,
1,"im feeling ""normal""",average,
1,average nothing special,average,
1,i feel pretty normal today and maybe a little happier than usual,average,
1,i feel i normal emotions just come and go and all i need to learn is to sit with them,average,
1,sort of blah,average,
1,blah with a minor overwhelming feeling,average,
1,im kind of in the middle fine,average,
1,so so happy to be home,happy,
1,normal a bit anxious,"average, anxious",
1,middle a little tired,"average, tired",
1,kinda normal,average,
1,normal nothing special today,average,
1,average to good,average,
1,they have been moderate,average,
1,im doing so so right now,average,
1,feeling normal a bit tired,"average, tired",
1,mediocre still craving something new and different,average,
1,average i guess,average,
1,mostly plain,average,
1,middle to up,average,
1,almost normal so so,average,
1,i am average,average,
1,mediocre im not feeling very negative about life \nschool was fine  nothing particularly stressful happened but ive been on edge and feeling really sensitive \nafter school i went to the shops and felt insanely anxious  finding it hard to calm down after a few stressful encounters,average,
1,i feel normal  little bored of the work and i fell that i underestimate myself i feel like i should be doing more than what i do right now,"average, bored",
1,im feeling pretty blah and a little bit anxious over some client work im putting off,"average, anxious",
1,normal id like to be home though,average,
1,normal and even,average,
1,normal a little anxious about the sleep i may not have in the future,"average, anxious",
1,normal a little under the weather due to cold and flu,"average, sick",
1,pretty soso,average,
1,normally,average,
1,blah but feel i can accept the situation,average,
1,middle energy but relaxed,"average, calm",
1,middle mood,average,
1,mild stress,average,
1,5050,average,
1,blasé,average,
1,middle its not bad i am trying to make some plans i dont know yet what i am going to do this summer so i am thinking a lot,average,
1,im average,average,
1,normal a little drunk maybe,"average, intoxicated",
1,blew average,average,
1,i feed so so so sad and cant breathe,average,
279,meh,emotionless,
123,eh,emotionless,
107,nothing,emotionless,
85,empty,emotionless,
35,flat,emotionless,
14,ehh,emotionless,
13,nothing special,emotionless,
12,blank,emotionless,
12,dull,emotionless,
11,dead,emotionless,
10,emotionless,emotionless,
7,i feel nothing,emotionless,
6,none,emotionless,
5,unenthusiastic,emotionless,
5,i feel empty,"emotionless, disconnected",
4,i dont feel anything,emotionless,
4,dead inside,emotionless,
3,hollow,emotionless,
3,ehhh,emotionless,
3,kinda empty,"emotionless, disconnected",
3,bland,emotionless,
2,i am feeling empty,"emotionless, disconnected",
2,im not feeling anything,emotionless,
2,im feeling empty,"emotionless, disconnected",
2,nothing much,emotionless,
2,emptiness,"emotionless, disconnected",
2,nothing in particular,emotionless,
2,whatever,emotionless,
2,im feeling meh,emotionless,
2,😶,emotionless,
2,a bit flat,emotionless,
2,nothing really,emotionless,
1,flat low mood and lacking energy,emotionless,
1,pretty meh ive been pretty emotionless and dissociated,emotionless,
1,eh ytd vsyv fsu gmtv gc fuck,emotionless,
1,dull  numb maybe,emotionless,
1,a bit empty,"emotionless, disconnected",
1,meh im not sure,emotionless,
1,seems nothing interest me,emotionless,
1,flat but okay,emotionless,
1,eh im ok,emotionless,
1,meh okay,emotionless,
1,actually nothing,emotionless,
1,meh 😊,emotionless,
1,meh a little sad down on myself,"emotionless, sad",
1,my grandfather is dead im sad,"emotionless, loss, sad",
1,im empty and bored,"emotionless, disconnected",
1,meh im ok nothing bad just neutral,emotionless,
1,eh fine,emotionless,
1,feeling quite flat,emotionless,
1,none of these,emotionless,
1,empty and vulnerable,"emotionless, vulnerable, disconnected",
1,unenthusiastic and stressed,emotionless,
1,im feeling empty and numb and confused,emotionless,
1,im a bit empty,"emotionless, disconnected",
1,a bit meh,emotionless,
1,empty ,"emotionless, disconnected",
1,hm meh i think,emotionless,
1,meh im not sad but im not chipper either,emotionless,
1,eh tv trg u dg un,emotionless,
1,nothing special quite happy i guess,emotionless,
1,im feeling nothing,emotionless,
1,a little hollow and im not up to doing much,emotionless,
1,meh im quitting smoking,emotionless,
1,i feel a little flat,emotionless,
1,nothing just watching tv,emotionless,
1,its a eh,emotionless,
1,honestly i feel empty inside,emotionless,
1,nothing much at all kinda meh,emotionless,
1,empty  bored  lonely  unable to improve  unable to live a good life,"emotionless, disconnected, bored, lonely",
1,empty i thin,"emotionless, disconnected",
1,so robotic,emotionless,
1,in all honesty empty,"emotionless, disconnected",
1,empty but not in a bad way necessarily,"emotionless, disconnected",
1,empty once more,"emotionless, disconnected",
1,meh  i just want these edits to finish so i can come home and eatsleep,emotionless,
1,eh and tired,"emotionless, tired",
1,eh i feel sad but i dont know why,sad,
1,empty and sad,"emotionless, disconnected, sad",
1,kind of meh overall  but excited to dance with fire,emotionless,
1,meh not good not bad,emotionless,
1,no emotion,emotionless,
1,eh its ok,emotionless,
1,just meh,emotionless,
1,nothing at all,emotionless,
1,eh kinda annyoed,"emotionless, annoyed",
1,nothing to complain about,emotionless,
1,meh fine i think,emotionless,
1,hollow  deep sense of nothing,emotionless,
1,tiresome feelings of emptiness and lacking social connection with terrible boredom,"emotionless, disconnected, tired",
1,just relaxingcooler than usual whatever wi be wl he,"emotionless, calm",
1,another meh day,emotionless,
1,emotionless hahah,emotionless,
1,meh missed my dr appointment so now i have to get up super early for the walk in clinic,emotionless,
1,there is nothing i can do,emotionless,
1,like nothing is worth doing and its pointless trying,depressed,
1,i am feeling nothing,emotionless,
1,pretty blank tired sad,"emotionless, tired, sad",
1,feeling flat neutral,emotionless,
1,very flat and wiped,emotionless,
64,scared,scared,
7,afraid,scared,
6,terrified,scared,
5,fearful,scared,
1,scared  sad  remorseful,"scared, sad, regret",
1,scared but excited,"scared, excited",
1,scared  stressing,"scared, stress",
1,scared  depressed  self conscious,"scared, depressed",
1,scared stressed worried,"scared, stress, anxious",
1,scared shaky,scared,
1,my body hurts im a little scared,scared,
1,scared and angry,"scared, angry",
1,scared i wont do well at work,scared,
1,scared about body,scared,
1,im scared,scared,
1,she literally scared the fuck out of me anxious scared n worried,"scared, anxious",
1,scared lonely no one trusts me,"scared, lonely",
1,scared because my cat is sick,scared,
1,a little scared happy,"scared, happy",
1,scared unprepared and nervous,"scared, anxious",
1,kind of scared and sad,"scared, sad",
1,a little bit scared but still pretty relaxed,"scared, calm",
1,scared and alone,"scared, lonely",
1,a mix between excitation and fear,"scared, excited",
1,im afraid i shouldnt be but i am because things seem to go wrong when i least expect them to,scared,
1,im feeling fearful and sad,"scared, sad",
1,afraid of people,scared,
1,a little scared,scared,
1,a bit scared agitated inspired,"scared, inspired, annoyed",
1,with fear,scared,
1,frightened,scared,
1,scared about husband,scared,
1,fear,scared,
1,afraid life will pass me by,scared,
1,terrified scared,scared,
1,scared and i dont know what to do,scared,
1,i am feeling afraid,scared,
1,scared and lonely and shaky,"scared, lonely, flustered",
1,im afraid to ask because i dont know what will happen,scared,
1,scared but ill be fine soon,scared,
1,scared anxious unwell,"scared, anxious, sick",
1,i am scared,scared,
1,scare,scared,
1,scared lonely,"scared, lonely",
86,lazy,lazy,
2,a bit lazy,lazy,
1,i feel a little lazy and dont want to do cook,lazy,
1,i am feeling lazy,lazy,
1,lazy inadequate fake smiling anxious selfpity unsure embarrassed nonsocial,lazy,
1,lazy  avoidant  but justified,lazy,
1,feeling lazy,lazy,
1,lazy unmotivated,"lazy, unmotivated",
1,im feeling a bit lazy and unproductive,"lazy, unmotivated",
1,feeling a it of lazy since morning sleepy,"lazy, sleep",
1,i am lazy from a night with little sleep,"lazy, sleep",
1,lazy and hopeless,"lazy, sad",
1,i feel a little lazy,lazy,
1,lazy buggy,lazy,
1,lazy and annoyed,"lazy, annoyed",
1,body is lazy and feel sad,"lazy, sad",
1,very lazy,lazy,
1,lazy  unmotivated,"lazy, unmotivated",
1,lazy tired bored,"lazy, tired, bored",
1,lazy guilt disappointment,"lazy, regret, embarrassed",
1,i feel lazy,lazy,
1,lazy happy,"lazy, happy",
1,lazzy,lazy,
1,lazy  unproductive  calm,"lazy, unmotivated, calm",
1,lazy hahaha,lazy,
1,im feeling lazy,lazy,
159,confused,confused,
43,mixed,confused,
36,lost,confused,
35,conflicted,confused,
25,weird,confused,
14,complicated,confused,
7,mixed feelings,confused,
7,confuse,confused,
7,strange,confused,
5,confusing,confused,
5,ambivalent,confused,
4,hesitant,confused,
4,mixed emotions,confused,
3,puzzled,confused,
3,perplexed,confused,
3,disillusioned,confused,
3,blocked,confused,
3,i feel lost,confused,
3,trapped,confused,
3,a bit lost,confused,
2,a bit weird,confused,
2,im confused,confused,
2,wierd,confused,
2,torn,confused,
1,a little odd but generally good,confused,
1,confused and concerned about her,confused,
1,a little confused about a relationship with a girl i dont know if im in love and i should do something or keep being friends and keep my current relationship with my current wife,confused,
1,i have mixed feelings bad ones from my family and good ones from everything else,confused,
1,my hands feel weird but i dont feel too bad,confused,
1,its a mixed bag im happy with how things are going with kilroy im thankful for the close friends and family in my life im rather annoyed at one person in a particular though because she acts in presumptuous entitled and malicious ways,"confused, happy, annoyed",
1,dazed,confused,
1,weird thinking about something i shouldnt be,confused,
1,i am feeling a bit lost,confused,
1,conflicted because i know i love her but the situation is really complicated,confused,
1,lost empty sad depressed broke,"confused, emotionless, disconnected, sad, depressed",
1,confused sad lonely tired,"confused, sad, lonely, tired",
1,i feel sort of a little confused and guilty,"confused, regret",
1,confused and frustrated,"confused, annoyed",
1,confused by other peoples actions  lonely,"confused, lonely",
1,it was strange people use interesting as a backhanded comment sarcastic,confused,
1,im just so lost,confused,
1,conflicted my ex posted a cute picture of herself,confused,
1,i feel weird confused im a little angry,"confused, angry",
1,conflicted and tired,"confused, tired",
1,a little mixed happy in my personal life but i wanting to achieve more professionally,"confused, unsatisfied",
1,im feeling conflicted,confused,
1,confused grumpy frustrated but also happy to have enough time to rest and relax,"confused, annoyed, angry, happy",
1,mystified,confused,
1,im confused and scared,"confused, scared",
1,a little weird,confused,
1,mixed hehe ,confused,
1,i feel like my family is being torn apart,confused,
1,a little lost not very focused hard to start things but once i start them im good,confused,
1,confused and thoughtful,"confused, pensive",
1,mixed state,confused,
1,mixed depressed  but glad to meet you,"confused, depressed",
1,confused about the future,"confused, anxious",
1,perplex,confused,
1,puzzled and confused,confused,
1,mixed but enjoying the breeze,confused,
1,lost not stress unaccomplished,confused,
1,confused about this boy,confused,
1,confused my friend asked me what my ideal hair colours isare and what my favourite colours isare with no explanation,confused,
1,conflicted excited nervous,"confused, excited, anxious",
1,im confused and depressed,"confused, depressed",
1,lost and tired,"confused, tired",
1,confused about my marriage,confused,
1,keeps me confused all time,confused,
1,im a little confused 🤷🏼‍♀️ on some things but content,confused,
1,confused  devastated  worried  upset  numb,"confused, upset, anxious, disconnected",
1,kinda weird im involved in a lot at work which is awesome but i am starting to have observable issues with my girlfriend which kinda puts a dent in my high,confused,
1,confused and overthinking,"confused, anxious",
1,its too complicated to talk,confused,
1,mixed emotions  happy yet a lil afraid,"confused, happy, scared",
1,a lot of mixed emotions,confused,
1,confused but okay,"confused, okay",
1,iam simply mixed 😁,confused,
1,psyched its weird,confused,
1,lost a bif,confused,
1,i just feel a bit weird  like everything is sort of useless but it doesnt necessarily depress me,confused,
1,lost and hopeless,depressed,
1,bit confused and hesitant,confused,
1,conflicted a bit sad,confused,
1,🌻🌺💐🌷lost my brother last week so i am sad,"loss, sad",
1,feel strange,confused,
1,confused   sad  angry,"confused, sad, angry",
1,feeling lost,confused,
1,confused and stressed,"confused, stress",
1,abit confused and upset,"confused, upset",
1,confused and uneasy,"confused, uneasy",
1,conflicted but not bad,"confused, okay",
1,confused and nervous,"confused, anxious",
1,conflicted happy because i had a good weekend with a guy i like anxious because the work week has started and theres a lot of pressure,"confused, happy, stress",
1,i feel confused about how im doing its so variable sometimes i am furious  sometimes im ok but its hard to even believe when things feel fine it feels fake a little or temporary im daydreaming a lot about moving to scotland im so angry life goes on regardless of where im at it seems,"confused, angry, okay",
1,perplexed as unsure which country to live in,confused,
1,confused and scared,"confused, scared",
1,confused dejected,confused,
1,just off weird and lethargic,confused,
1,a bit confused a bit anxious,"confused, anxious",
1,im feeling mixed up,confused,
64,productive,determined,
52,accomplished,determined,
41,determined,determined,
7,ambitious,determined,
4,concentrated,determined,
3,driven,determined,
2,not productive,determined,
2,ready to work,determined,
2,ready for work,determined,
2,i feel productive,determined,
1,like i got things accomplished today,determined,
1,accomplished and good,"determined, good",
1,productive and proud,"determined, confidence",
1,i am not studying and not happy people are asking things about my career that i dont like,upset,
1,accomplished  tired,"determined, tired",
1,productive happy,"determined, happy",
1,i am determined but skeptical on my future direction,"determined, uncertain",
1,productive and happy,"determined, happy",
1,accomplished from last night,determined,
